labels,credentials,p_type,no_serv,no_bene,no_dis_bene,ave_Me_pay,ave_Sub,place of service,gender,drug 
1,MD,Pulmonary Disease,43,40,43,126.61,220,F,M,N
1,MD,Pulmonary Disease,21,21,21,76.11,158,F,M,N
1,MD,Pulmonary Disease,284,168,284,71.56,107,F,M,N
1,MD,Pulmonary Disease,784,287,784,103.48,155,F,M,N
0,MD,Radiation Oncology,54,51,54,165.9,886,O,M,N
1,MD,Radiation Oncology,15,12,15,221.43,1047.3333333,F,M,N
1,MD,Radiation Oncology,31,30,31,50.74,137,F,M,N
1,MD,Cardiology,25,17,25,70.1,175,F,M,N
0,MD,Family Practice,15,15,15,31.55,68,O,M,N
0,MD,Family Practice,147,71,147,7.93,10,O,M,N
0,MD,Family Practice,62,52,62,14.93,20,O,M,N
1,MD,Diagnostic Radiology,200,194,200,55.8004,141,F,M,N
1,MD,Diagnostic Radiology,30,28,28,9.2,23,F,M,N
3,NP,Nurse Practitioner,25,19,25,102.92,354.3,F,F,N
2,MD,Family Practice,59,46,59,45.28,79,O,F,N
2,MD,Family Practice,388,159,388,111.28,193.94072165,O,F,N
0,MD,Family Practice,716,250,716,105.34,150,O,M,N
0,MD,Family Practice,19,12,19,94.18,135,O,M,N
0,MD,Cardiology,142,134,142,205.97521127,233.41464789,O,M,N
0,MD,Cardiology,635,399,635,102.91,113.49288189,O,M,N
1,MD,Anesthesiology,90,88,89,32.55,400,F,M,N
1,MD,Anesthesiology,24,24,24,18.38,300,F,M,N
1,MD,Diagnostic Radiology,23,23,23,49.336956522,102,F,M,N
0,MD,Diagnostic Radiology,62,61,62,76.42483871,381.53225806,O,M,N
1,MD,Diagnostic Radiology,12,12,12,75.6925,154,F,M,N
0,Organization,Other,148,108,148,406.67,584.86486486,F,O,N
0,MD,Orthopedic Surgery,243,155,233,62.893333333,316.91358025,O,M,N
0,OD,Optometry,123,73,74,24.96,26.39,O,M,N
2,MD,Cardiology,42,42,42,24.05,50,O,F,Y
2,MD,Cardiology,838,562,838,122.9353222,300.11933174,O,F,N
2,MD,Cardiology,245,202,245,165.4062449,400,O,F,N
2,MD,Cardiology,220,110,110,168.58,250,O,F,N
0,MD,Physical Medicine and Rehabilitation,14,14,14,146.07,926,O,M,N
0,MD,Physical Medicine and Rehabilitation,120,87,120,104.54,319.9,O,M,N
1,MD,Diagnostic Radiology,62,62,62,11.778387097,43,F,M,N
1,MD,Diagnostic Radiology,12,12,12,52.925,225,F,M,N
1,MD,Diagnostic Radiology,12,12,12,62.53,227,F,M,N
1,PA,Physician Assistant,342,57,342,43.3,147.19,F,M,N
0,PA,Physician Assistant,132,21,33,209.47075758,531.33340909,O,M,Y
0,MD,Orthopedic Surgery,17,17,17,32.88,148.21,O,M,N
0,MD,Orthopedic Surgery,18,18,18,38.09,161.92,O,M,N
1,MD,Diagnostic Radiology,29,29,29,72.693793103,564.71551724,F,M,N
1,MD,Diagnostic Radiology,26,25,26,8.6826923077,66.769230769,F,M,N
1,MD,Diagnostic Radiology,16,16,16,9.358125,82.625,F,M,N
1,MD,Diagnostic Radiology,37,33,33,11.162162162,95.351351351,F,M,N
1,MD,Diagnostic Radiology,90,83,90,9.03,83.827777778,F,M,N
1,MD,Diagnostic Radiology,24,23,24,28.405416667,231.65625,F,M,N
1,MD,Diagnostic Radiology,49,49,49,39.131836735,245.65816327,F,M,N
1,OD,Optometry,20,20,20,145,145,F,M,N
1,OD,Optometry,14,11,14,24.97,43.27,F,M,N
1,MD,Diagnostic Radiology,12,12,12,76.28,275,F,M,N
0,MD,Diagnostic Radiology,26,26,26,11.64,32,O,M,N
1,MD,Pathology,23,22,22,4.84,34.086956522,F,M,N
1,MD,Pathology,22,21,21,156.26,300,F,M,N
1,MD,Orthopedic Surgery,29,29,29,354.28,1276,F,M,N
0,MD,Orthopedic Surgery,43,23,43,25.676046512,95,O,M,N
0,MD,Orthopedic Surgery,388,280,333,27.872783505,105,O,M,N
0,MD,Orthopedic Surgery,314,269,314,32.436496815,185,O,M,N
0,MD,Orthopedic Surgery,718,525,718,68.71,85,O,M,N
0,MD,Rheumatology,129,86,87,39.05,143,O,M,N
0,MD,Rheumatology,273,273,273,55.09,440,O,M,N
0,MD,Rheumatology,363,312,363,40.61,121,O,M,N
0,MD,Rheumatology,410,204,205,15.82,55,O,M,N
0,MD,Rheumatology,708,178,178,17.76,87.991525424,O,M,N
0,MD,Family Practice,103,84,103,3,23,O,M,N
0,MD,Family Practice,28,11,28,38.98,124.14285714,O,M,N
1,MD,Emergency Medicine,27,27,27,218.79925926,894.37037037,F,M,N
0,MD,Gastroenterology,15,15,15,160.37,316.33333333,O,M,N
1,MD,Family Practice,70,67,70,63.12,612,F,M,N
2,PA,Physician Assistant,50,47,50,36.3492,123.17,O,F,N
2,PA,Physician Assistant,13,13,13,127.97,256.14,O,F,N
0,MD,Orthopedic Surgery,252,174,215,5.7675793651,10,O,M,Y
0,MD,General Surgery,106,106,106,70.3,173,O,M,N
1,MD,Medical Oncology,25,25,25,165.49,465,F,M,N
1,MD,Medical Oncology,462,222,462,50.02,74.155844156,F,M,N
0,MD,Cardiology,607,599,607,254.7506425,550,O,M,N
3,NP,Nurse Practitioner,219,104,219,92.28,150,F,F,N
1,MD,Cardiology,12,12,12,108.38,1497,F,M,N
1,MD,Nephrology,14,14,14,123.17,380,F,M,N
1,MD,Nephrology,67,63,67,96.02,250,F,M,N
2,DO,Family Practice,44,23,44,32.73,107,O,F,N
2,DO,Family Practice,34,34,34,116.27,274.1,O,F,N
1,MD,Physical Medicine and Rehabilitation,178,79,178,105.41792135,1657,F,M,N
1,MD,Physical Medicine and Rehabilitation,27,26,27,197.5,750,F,M,N
2,MD,Family Practice,193,133,193,78.02,117,O,F,N
2,MD,Diagnostic Radiology,24,16,16,9.76,33,O,F,N
2,MD,Diagnostic Radiology,12,12,12,9.39,33,O,F,N
2,MD,Diagnostic Radiology,15,15,15,28.9,103,O,F,N
0,Organization,Internal Medicine,49,29,49,73.494693878,170,O,M,N
2,DO,Emergency Medicine,104,100,104,12.946826923,50,O,F,N
2,DO,Emergency Medicine,65,56,65,3.71,15,O,F,N
2,DO,Emergency Medicine,159,133,159,10.65,40,O,F,N
2,DO,Emergency Medicine,27,15,27,70.964074074,103.7037037,O,F,N
1,MD,Internal Medicine,17,17,17,69.27,132,F,M,N
0,MD,Internal Medicine,34,34,34,192.84,385,O,M,N
2,MD,Internal Medicine,56,38,56,69.8,106,O,F,N
2,MD,Internal Medicine,22,17,22,102.82,157,O,F,N
2,MD,Physical Medicine and Rehabilitation,87,31,87,204.70735632,827.5862069,O,F,N
1,MD,Medical Oncology,155,85,155,109.07,350,F,M,N
1,MD,Anesthesiology,27,27,27,361.14222222,412.82074074,F,M,N
1,MD,Anesthesiology,63,63,63,18.18,70.43,F,M,N
1,MD,Internal Medicine,18,15,18,69.51,80,F,M,N
0,MD,Internal Medicine,189,104,189,77.1,120.31,O,M,N
0,MD,Internal Medicine,35,35,35,84.03,89.36,O,M,N
1,MD,General Surgery,55,37,55,58.21,81.854545455,F,M,N
1,MD,General Surgery,161,38,161,82.63,237.52173913,F,M,N
0,DO,Family Practice,17,17,17,155.47058824,155.47058824,O,M,Y
0,DO,Family Practice,75,19,67,24.54,63,O,M,N
0,DO,Family Practice,304,176,304,71.5,137,O,M,N
3,MD,Other,23,22,23,69.507391304,564,F,F,N
0,MD,Dermatology,36,36,36,30.69,138,O,M,N
0,MD,Dermatology,15,14,15,165.47,187.33333333,O,M,N
0,MD,Dermatology,198,198,198,100.72,148,O,M,N
0,Other,Other,124,46,124,49.19,50.800806452,O,M,N
0,MD,Dermatology,109,88,109,155.28,275,O,M,N
0,MD,Dermatology,151,123,151,74.3,80,O,M,N
2,MD,Medical Oncology,38,32,38,14.73,99,O,F,N
2,MD,Medical Oncology,24,15,24,20.59,94,O,F,N
2,MD,Medical Oncology,54,14,54,75.593333333,211,O,F,N
2,MD,Medical Oncology,66,37,66,24.577272727,114,O,F,N
3,MD,Medical Oncology,70,40,70,105.23,357,F,F,N
1,MD,Anesthesiology,46,46,46,67.406086957,334.41847826,F,M,N
1,MD,Anesthesiology,18,11,18,102.09,635,F,M,N
1,MD,Internal Medicine,17,15,17,206.65,298.49,F,M,N
3,DO,Family Practice,209,110,209,66.58,179.8708134,F,F,N
1,MD,Diagnostic Radiology,684,497,667,9.08,34.996345029,F,M,N
1,MD,Diagnostic Radiology,38,38,38,11.17,45,F,M,N
1,MD,Diagnostic Radiology,27,24,25,9.4,37.592592593,F,M,N
0,MD,Diagnostic Radiology,12,11,11,86.598333333,301.14,O,M,N
1,MD,Diagnostic Radiology,25,25,25,30.04,116,F,M,N
0,OD,Optometry,115.1,98,116,60.006516073,60.469157255,O,M,N
2,Other,Other,19,13,19,50,50,O,F,N
0,MD,Ophthalmology,27,27,27,171.89592593,494.07407407,O,M,N
0,DPM,Podiatry,92,74,92,138.92,515,O,M,N
0,MD,Anesthesiology,13,13,13,32.37,221,O,M,N
1,MD,Diagnostic Radiology,410,339,402,10.452439024,54.931902439,F,M,N
1,MD,Diagnostic Radiology,60,60,60,58.792666667,395.66666667,F,M,N
2,PT,Physical Therapist in Private Practice,465,41,374,34.192258065,57,O,F,N
2,PT,Physical Therapist in Private Practice,683,50,513,24.211639824,47,O,F,N
1,MD,Emergency Medicine,84,84,84,125.21642857,479.67857143,F,M,N
0,DO,Family Practice,735,150,735,84.29,86.271115646,O,M,N
1,DO,Family Practice,35,30,35,231.06,235.78,F,M,N
0,MD,Interventional Cardiology,445,437,445,231.3,385,O,M,N
1,MD,Interventional Cardiology,54,52,54,113.05,250,F,M,N
1,MD,Interventional Cardiology,34,34,34,106.18,250,F,M,N
0,MD,Interventional Cardiology,131,115,131,59.177557252,133.96946565,O,M,N
0,MD,Interventional Cardiology,21,21,21,165.52142857,283.33333333,O,M,N
1,MD,Interventional Cardiology,796,565,796,74.7,102.75376884,F,M,N
0,MD,Interventional Cardiology,472,118,118,55.329745763,60,O,M,Y
0,MD,Interventional Cardiology,118,57,59,51.300254237,75,O,M,Y
1,MD,Medical Oncology,107,16,107,106.4,255.31775701,F,M,N
2,DO,Family Practice,24,23,24,175,175,O,F,Y
2,DO,Family Practice,13,13,13,52,52,O,F,Y
0,MD,Nephrology,106,105,106,16.82,55,O,M,N
1,MD,Nephrology,439,209,439,78.91,140,F,M,N
0,MD,Family Practice,241,176,241,10.66,32,O,M,N
0,MD,Family Practice,15,15,15,17.67,101.4,O,M,N
0,MD,Family Practice,15,15,15,33.05,168.2,O,M,N
0,MD,General Surgery,118,107,118,185.79762712,380,O,M,N
0,MD,General Surgery,17,17,17,72.53,95,O,M,N
0,Other,Other,681,137,681,38.08,42.731277533,O,M,N
0,MD,Internal Medicine,1054,394,1054,101.69,305,O,M,N
1,MD,Other,490,169,490,80.144897959,226,F,M,N
1,MD,Other,77,56,77,113.34766234,305,F,M,N
1,MD,Interventional Radiology,14,14,14,94.185714286,1730,F,M,N
1,MD,Interventional Radiology,25,17,23,19.2,213,F,M,N
1,MD,Interventional Radiology,18,18,18,35.45,209,F,M,N
0,PA,Physician Assistant,392,66,87,4.74,19,O,M,N
0,MD,Cardiology,268,192,268,81.854104478,174.24626866,O,M,N
1,MD,Cardiology,37,37,37,105.32,304,F,M,N
1,MD,Diagnostic Radiology,119,114,118,12.06,48,F,M,N
3,MD,Pathology,63,60,63,83.52,358,F,F,N
2,PA,Physician Assistant,69,61,67,37.62,140,O,F,N
2,PA,Physician Assistant,39,39,39,96.658717949,222.84615385,O,F,N
2,PA,Physician Assistant,203,199,203,95.763694581,195.03940887,O,F,N
0,MD,Cardiology,50,29,29,102.3,247.04,O,M,N
0,MD,Cardiology,34,34,34,64.48,262.94117647,O,M,N
0,MD,Interventional Cardiology,18,18,18,114.57666667,261,O,M,N
1,MD,Interventional Cardiology,18,17,18,109.49,204,F,M,N
1,MD,Interventional Cardiology,54,54,54,239.23740741,682,F,M,N
0,MD,Interventional Cardiology,18,18,18,55.278888889,137,O,M,Y
3,MD,Psychiatry,16,15,16,108.15,140.09,F,F,N
0,MD,Internal Medicine,23,22,23,15,15,O,M,Y
0,MD,Internal Medicine,13,13,13,19.03,36,O,M,Y
0,MD,Internal Medicine,45,38,45,16.05,60,O,M,N
0,MD,Internal Medicine,11,11,11,138.71,198,O,M,N
0,MD,Internal Medicine,17,15,17,51.37,121,O,M,N
1,MD,Diagnostic Radiology,20,20,20,72.98,169,F,M,N
3,NP,Nurse Practitioner,72,72,72,53.08,200,F,F,N
3,MD,Gastroenterology,12,12,12,139.66,425,F,F,N
3,PA,Physician Assistant,145,143,145,176.97,580.11034483,F,F,N
0,MD,Family Practice,15,15,15,30.408666667,65,O,M,Y
2,MD,Internal Medicine,12,12,12,27.38,43,O,F,N
0,MD,General Surgery,15,15,15,165.13,293,O,M,N
0,MD,Internal Medicine,174,122,174,3.5,16,O,M,N
0,MD,Obstetrics & Gynecology,38,38,38,116.57,300.18,O,M,N
0,MD,Pulmonary Disease,64,64,64,319.87375,964.1878125,O,M,N
1,MD,Pulmonary Disease,536,392,536,215.08,320,F,M,N
0,MD,Ophthalmology,143,82,83,26.482237762,40.783216783,O,M,N
0,MD,Ophthalmology,18,18,18,78.707777778,97.277777778,O,M,N
0,MD,Ophthalmology,12,12,12,62.8825,82.583333333,O,M,N
1,MD,Other,12,12,12,114.615,1509,F,M,N
1,MD,Other,15,14,14,15.39,86,F,M,N
0,MD,Obstetrics & Gynecology,32,28,32,67.97,159,O,M,N
3,ARNP,Nurse Practitioner,89,53,89,61.76,259,F,F,N
1,MD,Internal Medicine,27,27,27,100.76,155,F,M,N
1,MD,Internal Medicine,33,24,33,72.22,110,F,M,N
1,MD,Internal Medicine,107,100,107,197.16,340.59813084,F,M,N
2,MS,Other,300,40,252,25.724766667,35,O,F,N
1,MD,Pathology,31,26,28,85.93,170,F,M,N
1,MD,Pathology,19,14,15,64.53,110,F,M,N
1,MD,Other,100,57,100,126.78,693.9,F,M,N
2,MD,Family Practice,13,13,13,3.08,14,O,F,N
2,MD,Family Practice,223,157,223,107.49,213,O,F,N
2,MD,Rheumatology,918,345,918,10.66,29.994553377,O,F,N
2,MD,Rheumatology,1710,13,49,85.49528655,234.56140351,O,F,Y
3,DO,Family Practice,297,195,297,52.92,130,F,F,N
3,DO,Family Practice,243,133,243,81.67,160,F,F,N
0,MD,Urology,162,152,162,40.19,44,O,M,N
0,MD,Urology,68,62,68,100.47,163,O,M,N
0,DO,Family Practice,112,110,112,24.25,30.035714286,O,M,N
0,DO,Family Practice,31,27,31,11.437419355,33,O,M,Y
0,MD,Ophthalmology,59,45,59,88.2,155,O,M,N
0,MD,Dermatology,282,241,282,54.6,191.40425532,O,M,N
0,MD,Family Practice,27,27,27,22.14,46,O,M,N
2,MD,Internal Medicine,31,21,31,15.592580645,42.903225806,O,F,N
2,MD,Internal Medicine,111,111,111,28.34,51,O,F,N
2,MD,Internal Medicine,14,14,14,176.38,374.35714286,O,F,N
0,MD,Orthopedic Surgery,106,81,89,36.30990566,117.6509434,O,M,N
2,Other,Other,23,23,23,37.23,85,O,F,N
0,MD,Urology,78,78,78,106.31,200,O,M,N
1,MD,Radiation Oncology,268,54,61,29.275746269,89.876865672,F,M,N
1,MD,Radiation Oncology,317,73,121,55.101829653,190.25236593,F,M,N
0,MD,Internal Medicine,58,51,58,50.12,117,O,M,N
2,PT,Physical Therapist in Private Practice,145,100,145,23.57,24.710965517,O,F,N
2,PT,Physical Therapist in Private Practice,88,87,88,85.28,85.28,O,F,N
1,MD,Anesthesiology,24,21,24,157.81,716.66666667,F,M,N
1,MD,Cardiology,22,22,22,14.7,171.34909091,F,M,N
1,MD,Cardiology,11,11,11,71.63,109.81818182,F,M,N
2,MD,Family Practice,13,13,13,96.796153846,130,O,F,Y
2,MD,Family Practice,14,14,14,16.98,36,O,F,N
0,MD,Family Practice,12,11,12,58.19,130,O,M,N
0,MD,Family Practice,595,336,595,3,18,O,M,N
0,MD,Family Practice,32,32,32,190.106875,235,O,M,Y
0,MD,Family Practice,12,11,12,5.6875,15,O,M,Y
1,MD,Other,91,91,91,188.79,512,F,M,N
1,MD,Orthopedic Surgery,17,17,17,297.97,1349,F,M,N
0,MD,Orthopedic Surgery,11,11,11,30.93,70,O,M,N
0,Organization,Physician Assistant,25,24,25,6.99,35,O,M,N
1,DO,Emergency Medicine,20,20,20,61.71,676.35,F,M,N
0,Organization,Diagnostic Radiology,11,11,11,11.29,84,O,M,N
0,Organization,Diagnostic Radiology,36,36,36,51.361666667,440,O,M,N
0,Organization,Diagnostic Radiology,28,28,28,11.29,88,O,M,N
1,Organization,Diagnostic Radiology,80,80,80,88.08,773,F,M,N
0,Organization,Diagnostic Radiology,20,20,20,88.19,773,O,M,N
0,MD,Ophthalmology,634,267,411,35.815520505,289,O,M,N
0,MD,Ophthalmology,81,80,81,113.06777778,117,O,M,N
0,MD,Ophthalmology,472,433,472,58.319809322,276,O,M,N
1,MD,Gastroenterology,72,72,72,204.64763889,1694,F,M,N
0,MD,Gastroenterology,172,172,172,177.27,437.21802326,O,M,N
1,MD,Diagnostic Radiology,63,61,63,108.2,357.5,F,M,N
1,MD,Diagnostic Radiology,42,33,42,405.28833333,860.85714286,F,M,N
1,MD,Diagnostic Radiology,56,55,56,245.56625,413,F,M,N
1,MD,Diagnostic Radiology,30,30,30,314.64966667,524,F,M,N
1,MD,Diagnostic Radiology,11,11,11,80.73,293,F,M,N
1,MD,Diagnostic Radiology,73,71,73,54.575205479,173,F,M,N
1,MD,General Surgery,87,35,87,219.52,762,F,M,N
0,DO,Family Practice,444,251,444,78.85,119.22972973,O,M,N
2,MD,General Surgery,66,66,66,163.52575758,489,O,F,N
0,MD,Orthopedic Surgery,26,25,25,155.23615385,166.92807692,O,M,N
0,MD,Orthopedic Surgery,27,27,27,11.6,12.235925926,O,M,N
3,MD,Other,211,84,211,73.99,163,F,F,N
0,MD,Physical Medicine and Rehabilitation,600,101,600,5.8216166667,10,O,M,Y
0,DPM,Podiatry,162,118,162,29.69,60,O,M,N
0,DPM,Podiatry,21,19,21,11.118095238,85,O,M,N
0,DPM,Podiatry,185,129,145,25.956918919,105,O,M,N
0,MD,Otolaryngology,291,231,291,219.2938488,248.58762887,O,M,N
0,MD,Otolaryngology,280,220,280,82.708928571,101.42857143,O,M,N
0,MD,Otolaryngology,428,286,428,70.73,134,O,M,N
0,MD,Internal Medicine,262,180,262,78.84,122.97328244,O,M,N
0,MD,Internal Medicine,41,37,41,249.44,494,O,M,N
0,MD,Internal Medicine,138,132,138,27.93,30,O,M,N
1,MD,Cardiology,18,16,18,37.745555556,166,F,M,N
1,MD,Cardiology,47,45,47,225.88212766,1500,F,M,N
0,MD,Internal Medicine,112,112,112,39.77,100,O,M,N
0,MD,Internal Medicine,16,15,16,67.89,150,O,M,N
1,MD,Internal Medicine,50,39,50,112.72,216,F,M,N
1,MD,Internal Medicine,300,48,300,95.97,200,F,M,N
1,MD,Anesthesiology,36,36,36,99.208055556,830.28611111,F,M,N
1,MD,Anesthesiology,39,28,39,58.508205128,240,F,M,N
1,MD,Anesthesiology,14,14,14,77.21,325,F,M,N
1,MD,Anesthesiology,82,49,82,51.28,180,F,M,N
0,MD,Anesthesiology,59,37,59,75.11,180,O,M,N
1,MD,Cardiology,137,39,137,41.18,100,F,M,N
0,MD,Cardiology,28,26,28,29.33,35,O,M,N
0,DPM,Podiatry,40,13,40,29.66575,73,O,M,N
0,DPM,Podiatry,1313,365,1313,10.018324448,27,O,M,N
0,DPM,Podiatry,52,52,52,55.626923077,156,O,M,N
0,DPM,Podiatry,34,34,34,75.881176471,240,O,M,N
0,DPM,Podiatry,76,58,76,49.749736842,158.15789474,O,M,N
0,DPM,Podiatry,34,34,34,99.95,150,O,M,N
0,MD,Pulmonary Disease,155,74,155,75,99.677419355,O,M,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),27,27,27,32.13,350,F,M,N
1,MD,Diagnostic Radiology,29,25,25,9.4751724138,44,F,M,N
1,MD,Diagnostic Radiology,33,25,25,8.79,37,F,M,N
1,MD,Diagnostic Radiology,15,14,14,11.42,51,F,M,N
1,MD,Emergency Medicine,62,62,62,239.95,1558.33,F,M,N
2,MD,Family Practice,13,11,13,3.23,10,O,F,N
0,MD,Internal Medicine,21,18,21,13.32,29.4,O,M,N
0,MD,Other,28,23,28,41.38,80.785714286,O,M,N
1,MD,Other,26,25,26,196.87576923,361.11538462,F,M,N
0,DO,Family Practice,67,66,67,3.08,35.970149254,O,M,N
0,DO,Family Practice,78,78,78,23.75,58.384615385,O,M,N
3,PA,Physician Assistant,14,14,14,196.4,879,F,F,N
1,PA,Physician Assistant,28,26,28,110.5,275,F,M,N
1,MD,Nephrology,14,14,14,171.43,544,F,M,N
1,MD,Nephrology,90,54,90,79.92,275.66666667,F,M,N
1,MD,Nephrology,12,12,12,139.01,366.66666667,F,M,N
0,OD,Optometry,24,24,24,142.09583333,197.05,O,M,N
0,OD,Optometry,21,19,21,81.294761905,97.15,O,M,N
0,OD,Optometry,30,25,30,60.327,115.62,O,M,N
0,OD,Optometry,25,20,25,32.9244,70.53,O,M,N
0,MD,Internal Medicine,20,13,19,3.21,14,O,M,N
1,MD,Internal Medicine,36,35,36,14.31,197.11111111,F,M,N
0,MD,Internal Medicine,14,13,14,24.25,30,O,M,N
1,DO,Other,31,31,31,73.3,353.96774194,F,M,N
2,Other,Other,154,147,154,134.50415584,245.84636364,O,F,N
1,Organization,Emergency Medicine,191,186,191,123.21,630.47643979,F,M,N
0,MD,Hematology-Oncology,26,25,26,191.13461538,400,O,M,N
0,MD,General Surgery,51,51,51,113.74,259.52941176,O,M,N
0,MD,Pulmonary Disease,57,49,57,4.35,9,O,M,N
0,MD,Pulmonary Disease,11,11,11,97.231818182,167.90909091,O,M,Y
1,MD,Pulmonary Disease,33,33,33,9.01,17,F,M,N
0,MD,Pulmonary Disease,20,18,20,125.81,206,O,M,N
0,MD,Pulmonary Disease,43,43,43,23.04,43,O,M,N
0,OD,Optometry,37,31,37,25.37,77,O,M,N
0,MD,Other,25,16,25,60.66,250,O,M,N
0,MD,Other,57,24,57,93.1,154,O,M,N
3,MD,Diagnostic Radiology,412,388,412,10.827961165,48,F,F,N
3,MD,Diagnostic Radiology,18,18,18,8.73,39,F,F,N
2,MD,Diagnostic Radiology,21,20,20,67.948095238,302,O,F,N
3,MD,Diagnostic Radiology,36,30,33,8.73,39,F,F,N
3,MD,Diagnostic Radiology,11,11,11,57.54,432,F,F,N
0,OD,Optometry,31,27,31,69.74,86,O,M,N
0,MD,Obstetrics & Gynecology,90,90,90,3.5,10,O,M,N
0,MD,Orthopedic Surgery,39,39,39,36.888974359,140.20512821,O,M,N
0,MD,Orthopedic Surgery,129,106,108,36.04,130,O,M,N
0,MD,Orthopedic Surgery,346,205,305,11.170317919,19,O,M,Y
1,MD,Dermatology,16,16,16,55.42,363,F,M,N
0,MD,Dermatology,49,32,33,36.225306122,150.63265306,O,M,N
0,MD,Dermatology,219,189,219,46.604794521,127.00913242,O,M,N
2,MD,Internal Medicine,62,22,62,69.08,94,O,F,N
0,D.P.M.,Podiatry,60,12,60,120.01,155,O,M,N
0,D.P.M.,Podiatry,116,75,116,48.355,65,O,M,N
0,D.P.M.,Podiatry,214,160,214,107.23747664,120,O,M,N
0,D.P.M.,Podiatry,18,18,18,79.945555556,120,O,M,N
0,MD,Other,259,153,259,63.770540541,183.97297297,O,M,N
0,MD,Family Practice,882,313,882,119.24,135,O,M,N
0,MD,Internal Medicine,355,204,355,78.677042254,182.24225352,O,M,N
2,Other,Nurse Practitioner,235,91,235,59.28,100,O,F,N
2,MD,Ophthalmology,2063,86,417,378.63434804,650.12118274,O,F,Y
0,Organization,Dermatology,85,72,78,84.28,130,O,M,N
0,Organization,Dermatology,13,11,13,160.59,300,O,M,N
0,Organization,Dermatology,39,37,37,69.863846154,115,O,M,N
0,Organization,Dermatology,56,56,56,108.94,165,O,M,N
1,MD,Internal Medicine,14,14,14,203.35,512,F,M,N
1,MD,Internal Medicine,104,63,104,104.74,263,F,M,N
2,MD,Internal Medicine,49,49,49,166.91,331,O,F,N
2,MD,Internal Medicine,41,41,41,112.75,219,O,F,N
0,MD,Internal Medicine,29,24,29,133.93,215,O,M,N
2,MD,Internal Medicine,16,14,16,3,15,O,F,N
0,DO,Internal Medicine,24,24,24,72.3,178,O,M,N
2,MD,Internal Medicine,23,19,23,58.9,105,O,F,N
1,MD,Pulmonary Disease,67,67,67,195.03,205,F,M,N
1,MD,Other,16,16,16,101.64,255,F,M,N
0,MD,Dermatology,60,58,60,92.530333333,250,O,M,N
0,MD,Dermatology,345,296,345,112.29591304,215.02898551,O,M,N
0,MD,Dermatology,17,14,15,383.65,580,O,M,N
0,MD,Orthopedic Surgery,17,17,17,39.59,92,O,M,N
1,MD,Gastroenterology,18,14,18,159.10722222,499,F,M,N
0,MD,Gastroenterology,190,148,190,78.519789474,182,O,M,N
1,MD,Other,21,20,21,197.39095238,581.89619048,F,M,N
1,MD,Other,111,109,111,27.872072072,125,F,M,N
1,MD,Other,339,154,339,70.34,176,F,M,N
1,MD,Other,24,24,24,122.42,275.42708333,F,M,N
1,MD,Other,153,134,153,114.99,246.85823529,F,M,N
1,MD,Other,13,13,13,75.56,189,F,M,N
1,MD,Other,83,18,83,9.55,24,F,M,N
2,NP,Nurse Practitioner,105,79,105,37.95952381,157,O,F,N
2,NP,Nurse Practitioner,18,15,18,105.37,269,O,F,N
2,MD,Obstetrics & Gynecology,23,19,23,42,120,O,F,N
0,OD,Optometry,11,11,11,38.2,42.727272727,O,M,N
0,MD,Cardiology,460,198,460,74.42,80,O,M,N
0,MD,Otolaryngology,13,13,13,104.92,151,O,M,N
0,PT,Physical Therapist in Private Practice,161,30,161,30.574285714,60,O,M,N
1,MD,Diagnostic Radiology,27,27,27,13.048888889,34,F,M,N
1,MD,Diagnostic Radiology,15,14,15,85.9,333,F,M,N
0,MD,Orthopedic Surgery,37,35,37,71.5,159,O,M,N
1,MD,Internal Medicine,117,98,117,134.9617094,174,F,M,N
2,MD,Rheumatology,11,11,11,16.61,120,O,F,N
1,MD,Neurology,18,14,18,186.89,463,F,M,N
0,MD,Neurology,85,71,85,100.19176471,233.92941176,O,M,N
0,MD,Neurology,22,17,22,25.4,36,O,M,N
0,DO,Family Practice,32,29,32,5.17,15,O,M,N
0,DO,Family Practice,91,24,91,4.78,24,O,M,N
0,DO,Family Practice,24,22,24,218.76,468,O,M,N
0,DO,Family Practice,65,65,65,23.75,32,O,M,N
0,MD,Internal Medicine,19,18,19,113.36,142,O,M,N
0,MD,Internal Medicine,779,211,779,40.99,59.603337612,O,M,N
0,MD,Internal Medicine,17,17,17,160.95588235,202,O,M,N
0,OD,Optometry,27,27,27,81.824074074,101.77777778,O,M,N
0,MD,Family Practice,24,13,19,50.947083333,147,O,M,N
